AvgPulse,Ectopic-R,LnRMSSD,NN20,NN50,RMSSD,RMSSD_H,SDNN,SDSD,cadence,distance,fractional_cadence,heart_rate,pNN20,pNN50,timestamp,unknown_134,unknown_144,unknown_87,unknown_108,unknown_143
73,0,205.0811309814453,68,36,60.438262939453125,0.0,126.47693634033203,38.94696044921875,0,0.0,0.0,61,69.38775634765625,36.73469543457031,2025-11-17 15:22:27,100.0,61,,1438.0,52.0
73,0,205.0811309814453,68,36,60.438262939453125,0.0,126.47693634033203,38.94696044921875,0,0.0,0.0,61,69.38775634765625,36.73469543457031,2025-11-17 15:22:28,100.0,61,0.0,1438.0,52.0
73,0,206.08804321289062,70,38,61.66773986816406,0.0,128.0185089111328,39.59872055053711,0,0.0,0.0,61,69.30693054199219,37.62376403808594,2025-11-17 15:22:29,100.0,61,,1438.0,52.0
73,0,206.51405334472656,71,39,62.195396423339844,0.0,127.80802154541016,39.77621841430664,0,0.0,0.0,61,69.60784149169922,38.235294342041016,2025-11-17 15:22:30,100.0,61,,1438.0,52.0
73,0,206.50473022460938,72,40,62.18378829956055,0.0,128.2165069580078,39.60284423828125,0,0.0,0.0,61,69.90291595458984,38.83495330810547,2025-11-17 15:22:31,100.0,61,,1352.0,52.0
73,0,206.50473022460938,72,40,62.18378829956055,0.0,128.2165069580078,39.60284423828125,0,0.0,0.0,62,69.90291595458984,38.83495330810547,2025-11-17 15:22:32,100.0,62,,1352.0,52.0
72,0,206.41253662109375,73,40,62.06925582885742,0.0,129.28326416015625,39.41033172607422,0,0.0,0.0,66,70.19230651855469,38.46154022216797,2025-11-17 15:22:33,100.0,66,,1352.0,52.0
72,0,206.5611114501953,74,41,62.25397491455078,0.0,129.29844665527344,39.33900833129883,0,0.0,0.0,67,70.47618865966797,39.0476188659668,2025-11-17 15:22:34,100.0,67,,1352.0,52.0
72,0,206.1400604248047,75,41,61.7319221496582,0.0,128.7679901123047,39.14013671875,0,0.0,0.0,68,70.09346008300781,38.31775665283203,2025-11-17 15:22:35,100.0,68,,1352.0,52.0
72,0,206.1198272705078,76,42,61.706947326660156,0.0,128.1919708251953,38.97248840332031,0,0.0,0.0,68,70.37036895751953,38.88888931274414,2025-11-17 15:22:36,100.0,68,,1334.0,52.0
72,0,205.6608428955078,76,42,61.14308547973633,0.0,127.0760498046875,39.0474967956543,0,0.0,0.0,67,69.09091186523438,38.181819915771484,2025-11-17 15:22:37,100.0,67,8756.0,1334.0,52.0
72,0,205.573486328125,77,42,61.03635025024414,0.0,126.73400115966797,38.86975860595703,0,0.0,0.0,66,69.36936950683594,37.83783721923828,2025-11-17 15:22:38,100.0,66,8756.0,1334.0,52.0
72,0,205.75411987304688,78,43,61.25724792480469,0.0,126.1618881225586,38.836585998535156,0,0.0,0.0,66,69.64286041259766,38.39285659790039,2025-11-17 15:22:39,100.0,66,8756.0,1334.0,52.0
72,0,205.80589294433594,79,44,61.32073211669922,0.0,125.7548599243164,38.71249008178711,0,0.0,0.0,66,69.91150665283203,38.938053131103516,2025-11-17 15:22:40,,66,8756.0,1334.0,52.0
72,0,206.12484741210938,80,45,61.71315383911133,0.0,126.11641693115234,38.80928039550781,0,0.0,0.0,66,70.1754379272461,39.47368240356445,2025-11-17 15:22:41,100.0,66,8756.0,1362.0,52.0
72,0,206.12484741210938,80,45,61.71315383911133,0.0,126.11641693115234,38.80928039550781,0,0.0,0.0,66,70.1754379272461,39.47368240356445,2025-11-17 15:22:42,100.0,66,8756.0,1362.0,52.0
72,0,206.4563446044922,81,46,62.12367248535156,0.0,125.69880676269531,38.921539306640625,0,0.0,0.0,66,70.43478393554688,40.0,2025-11-17 15:22:43,100.0,66,8756.0,1362.0,52.0
72,0,206.238525390625,81,46,61.853614807128906,0.0,125.27220916748047,38.978614807128906,0,0.0,0.0,66,69.82758331298828,39.655174255371094,2025-11-17 15:22:44,100.0,66,8756.0,1362.0,52.0
72,0,205.94241333007812,83,46,61.48837661743164,0.0,124.60092163085938,38.68263244628906,0,0.0,0.0,66,70.33898162841797,38.98305130004883,2025-11-17 15:22:45,100.0,66,8756.0,1362.0,52.0
72,0,205.8291473388672,84,46,61.34923553466797,0.0,124.07897186279297,38.521785736083984,0,0.0,0.0,66,70.5882339477539,38.655460357666016,2025-11-17 15:22:46,100.0,66,8756.0,1499.0,52.0
72,0,205.70806884765625,85,46,61.20086669921875,0.0,123.65631103515625,38.36577224731445,0,0.0,0.0,67,70.83333587646484,38.33333206176758,2025-11-17 15:22:47,100.0,67,8756.0,1499.0,52.0
72,2,205.70806884765625,85,46,61.20086669921875,0.0,123.65631103515625,38.36577224731445,0,0.0,0.0,69,70.83333587646484,38.33333206176758,2025-11-17 15:22:48,100.0,69,8756.0,1499.0,52.0
72,0,209.3119354248047,86,47,65.77493286132812,0.0,123.14002227783203,43.27304458618164,0,0.0,0.0,69,71.07437896728516,38.84297561645508,2025-11-17 15:22:49,100.0,69,8756.0,1499.0,52.0
72,0,208.91127014160156,86,47,65.24996185302734,0.0,122.13067626953125,43.20309066772461,0,0.0,0.0,70,69.918701171875,38.21138381958008,2025-11-17 15:22:50,100.0,70,8756.0,1590.0,52.0
72,0,208.7372589111328,87,47,65.02326202392578,0.0,121.67357635498047,43.079715728759766,0,0.0,0.0,70,70.16129302978516,37.90322494506836,2025-11-17 15:22:51,100.0,70,8756.0,1590.0,52.0
72,0,208.7372589111328,87,47,65.02326202392578,0.0,121.67357635498047,43.079715728759766,0,0.0,0.0,70,70.16129302978516,37.90322494506836,2025-11-17 15:22:52,100.0,70,8756.0,1590.0,52.0
72,0,208.5970458984375,88,47,64.84117889404297,0.0,121.1820297241211,42.92023849487305,0,0.0,0.0,70,70.4000015258789,37.599998474121094,2025-11-17 15:22:53,100.0,70,8756.0,1590.0,52.0
72,0,208.40435791015625,88,47,64.59176635742188,0.0,120.70310974121094,42.864437103271484,0,0.0,0.0,70,69.84127044677734,37.30158615112305,2025-11-17 15:22:54,100.0,70,8756.0,1590.0,52.0
71,0,210.61541748046875,90,48,67.51219940185547,0.0,122.07588958740234,45.62163543701172,0,0.0,0.0,70,70.3125,37.5,2025-11-17 15:22:55,100.0,70,8756.0,1590.0,52.0
71,0,210.4200439453125,90,48,67.24889373779297,0.0,123.87329864501953,45.61985778808594,0,0.0,0.0,69,69.76744079589844,37.20930099487305,2025-11-17 15:22:56,100.0,69,0.0,1571.0,52.0
71,0,210.4200439453125,90,48,67.24889373779297,0.0,123.87329864501953,45.61985778808594,0,0.0,0.0,68,69.76744079589844,37.20930099487305,2025-11-17 15:22:57,100.0,68,0.0,1571.0,52.0
71,0,210.73338317871094,91,49,67.67169189453125,0.0,124.16141510009766,45.74418640136719,0,0.0,0.0,68,70.0,37.69230651855469,2025-11-17 15:22:58,100.0,68,0.0,1571.0,52.0
71,0,210.42323303222656,92,49,67.2531967163086,0.0,125.45474243164062,45.537322998046875,0,0.0,0.0,64,69.69696807861328,37.121212005615234,2025-11-17 15:22:59,100.0,64,0.0,1571.0,52.0
71,0,210.42323303222656,92,49,67.2531967163086,0.0,125.45474243164062,45.537322998046875,0,0.0,0.0,64,69.69696807861328,37.121212005615234,2025-11-17 15:23:00,100.0,64,0.0,1571.0,52.0
71,0,210.30137634277344,94,50,67.08949279785156,0.0,125.11653900146484,45.213077545166016,0,0.0,0.0,64,70.14925384521484,37.31343460083008,2025-11-17 15:23:01,100.0,64,0.0,1441.0,52.0
71,0,210.30137634277344,94,50,67.08949279785156,0.0,125.11653900146484,45.213077545166016,0,0.0,0.0,63,70.14925384521484,37.31343460083008,2025-11-17 15:23:02,100.0,63,0.0,1441.0,52.0
71,0,210.12010192871094,94,50,66.84672546386719,0.0,124.76568603515625,45.15880584716797,0,0.0,0.0,63,69.62963104248047,37.03703689575195,2025-11-17 15:23:03,100.0,63,0.0,1441.0,52.0
71,0,209.9412841796875,94,50,66.60808563232422,0.0,124.47017669677734,45.09762954711914,0,0.0,0.0,63,69.11764526367188,36.764705657958984,2025-11-17 15:23:04,100.0,63,0.0,1441.0,52.0
71,0,209.8968048095703,95,51,66.5488510131836,0.0,124.01993560791016,44.93833923339844,0,0.0,0.0,63,69.34306335449219,37.22627639770508,2025-11-17 15:23:05,100.0,63,0.0,1433.0,52.0
71,0,209.87850952148438,97,52,66.52449035644531,0.0,123.93660736083984,44.7611083984375,0,0.0,0.0,63,69.78417205810547,37.410072326660156,2025-11-17 15:23:06,100.0,63,0.0,1433.0,52.0
71,0,209.849853515625,98,53,66.48638153076172,0.0,123.63117980957031,44.61126708984375,0,0.0,0.0,63,70.0,37.85714340209961,2025-11-17 15:23:07,100.0,63,0.0,1433.0,52.0
